date,nav,scheme_code,scheme_name
01-06-2026,104.7025,119551,SBI_Bluechip
29-05-2026,104.657,119551,SBI_Bluechip
27-05-2026,104.5833,119551,SBI_Bluechip
26-05-2026,104.5269,119551,SBI_Bluechip
25-05-2026,104.5215,119551,SBI_Bluechip
22-05-2026,104.3467,119551,SBI_Bluechip
21-05-2026,104.285,119551,SBI_Bluechip
20-05-2026,104.3826,119551,SBI_Bluechip
19-05-2026,104.4216,119551,SBI_Bluechip
18-05-2026,104.3791,119551,SBI_Bluechip
15-05-2026,104.5968,119551,SBI_Bluechip
14-05-2026,104.7318,119551,SBI_Bluechip
13-05-2026,104.7371,119551,SBI_Bluechip
12-05-2026,104.7585,119551,SBI_Bluechip
11-05-2026,104.8053,119551,SBI_Bluechip
08-05-2026,104.8696,119551,SBI_Bluechip
07-05-2026,104.8762,119551,SBI_Bluechip
06-05-2026,104.8043,119551,SBI_Bluechip
05-05-2026,104.6166,119551,SBI_Bluechip
04-05-2026,104.6544,119551,SBI_Bluechip
30-04-2026,104.5706,119551,SBI_Bluechip
29-04-2026,104.6594,119551,SBI_Bluechip
28-04-2026,104.7428,119551,SBI_Bluechip
27-04-2026,104.7771,119551,SBI_Bluechip
24-04-2026,104.7091,119551,SBI_Bluechip
23-04-2026,104.7652,119551,SBI_Bluechip
22-04-2026,104.8473,119551,SBI_Bluechip
21-04-2026,104.847,119551,SBI_Bluechip
20-04-2026,104.8369,119551,SBI_Bluechip
17-04-2026,104.7821,119551,SBI_Bluechip
16-04-2026,104.7959,119551,SBI_Bluechip
15-04-2026,104.7901,119551,SBI_Bluechip
13-04-2026,104.6113,119551,SBI_Bluechip
10-04-2026,104.5956,119551,SBI_Bluechip
09-04-2026,104.515,119551,SBI_Bluechip
08-04-2026,104.3919,119551,SBI_Bluechip
07-04-2026,103.9918,119551,SBI_Bluechip
06-04-2026,103.9142,119551,SBI_Bluechip
02-04-2026,103.8813,119551,SBI_Bluechip
31-03-2026,104.0116,119551,SBI_Bluechip
30-03-2026,103.9921,119551,SBI_Bluechip
27-03-2026,103.9102,119551,SBI_Bluechip
25-03-2026,103.9713,119551,SBI_Bluechip
