date,nav,scheme_code,scheme_name
01-06-2026,103.0948,120503,ICICI_Bluechip
31-05-2026,104.3083,120503,ICICI_Bluechip
29-05-2026,104.3129,120503,ICICI_Bluechip
27-05-2026,105.9296,120503,ICICI_Bluechip
26-05-2026,105.5115,120503,ICICI_Bluechip
25-05-2026,105.9217,120503,ICICI_Bluechip
22-05-2026,104.7708,120503,ICICI_Bluechip
21-05-2026,104.4915,120503,ICICI_Bluechip
20-05-2026,104.6046,120503,ICICI_Bluechip
19-05-2026,104.2767,120503,ICICI_Bluechip
18-05-2026,104.1556,120503,ICICI_Bluechip
15-05-2026,104.2918,120503,ICICI_Bluechip
14-05-2026,104.5531,120503,ICICI_Bluechip
13-05-2026,103.396,120503,ICICI_Bluechip
12-05-2026,103.3384,120503,ICICI_Bluechip
11-05-2026,105.6066,120503,ICICI_Bluechip
08-05-2026,107.15,120503,ICICI_Bluechip
07-05-2026,107.6729,120503,ICICI_Bluechip
06-05-2026,107.3354,120503,ICICI_Bluechip
05-05-2026,105.8387,120503,ICICI_Bluechip
04-05-2026,105.7449,120503,ICICI_Bluechip
30-04-2026,105.2845,120503,ICICI_Bluechip
29-04-2026,106.0698,120503,ICICI_Bluechip
28-04-2026,105.6212,120503,ICICI_Bluechip
27-04-2026,106.0528,120503,ICICI_Bluechip
24-04-2026,105.0928,120503,ICICI_Bluechip
23-04-2026,106.1301,120503,ICICI_Bluechip
22-04-2026,106.8299,120503,ICICI_Bluechip
21-04-2026,107.2434,120503,ICICI_Bluechip
20-04-2026,106.2063,120503,ICICI_Bluechip
17-04-2026,105.9826,120503,ICICI_Bluechip
16-04-2026,105.117,120503,ICICI_Bluechip
15-04-2026,104.9259,120503,ICICI_Bluechip
13-04-2026,103.2303,120503,ICICI_Bluechip
10-04-2026,104.1348,120503,ICICI_Bluechip
09-04-2026,102.5494,120503,ICICI_Bluechip
08-04-2026,103.2833,120503,ICICI_Bluechip
07-04-2026,99.3876,120503,ICICI_Bluechip
06-04-2026,98.8014,120503,ICICI_Bluechip
02-04-2026,97.52,120503,ICICI_Bluechip
01-04-2026,97.7184,120503,ICICI_Bluechip
31-03-2026,96.2753,120503,ICICI_Bluechip
30-03-2026,96.2768,120503,ICICI_Bluechip
27-03-2026,98.6739,120503,ICICI_Bluechip
25-03-2026,100.7319,120503,ICICI_Bluechip
24-03-2026,98.6597,120503,ICICI_Bluechip
23-03-2026,96.713,120503,ICICI_Bluechip
20-03-2026,99.6142,120503,ICICI_Bluechip
19-03-2026,99.1597,120503,ICICI_Bluechip
18-03-2026,102.4592,120503,ICICI_Bluechip
17-03-2026,101.2496,120503,ICICI_Bluechip
16-03-2026,100.396,120503,ICICI_Bluechip
13-03-2026,99.7111,120503,ICICI_Bluechip
12-03-2026,101.9718,120503,ICICI_Bluechip
11-03-2026,102.9776,120503,ICICI_Bluechip
10-03-2026,104.7593,120503,ICICI_Bluechip
09-03-2026,103.3882,120503,ICICI_Bluechip
06-03-2026,105.405,120503,ICICI_Bluechip
05-03-2026,106.7297,120503,ICICI_Bluechip
04-03-2026,105.4928,120503,ICICI_Bluechip
02-03-2026,107.5231,120503,ICICI_Bluechip
28-02-2026,108.9325,120503,ICICI_Bluechip
27-02-2026,108.9345,120503,ICICI_Bluechip
26-02-2026,110.2945,120503,ICICI_Bluechip
25-02-2026,109.9293,120503,ICICI_Bluechip
24-02-2026,109.3681,120503,ICICI_Bluechip
23-02-2026,110.291,120503,ICICI_Bluechip
20-02-2026,109.5273,120503,ICICI_Bluechip
19-02-2026,109.0091,120503,ICICI_Bluechip
18-02-2026,110.6303,120503,ICICI_Bluechip
17-02-2026,110.0806,120503,ICICI_Bluechip
16-02-2026,109.8444,120503,ICICI_Bluechip
13-02-2026,109.3409,120503,ICICI_Bluechip
12-02-2026,110.5365,120503,ICICI_Bluechip
11-02-2026,110.8392,120503,ICICI_Bluechip
10-02-2026,110.6519,120503,ICICI_Bluechip
09-02-2026,110.3845,120503,ICICI_Bluechip
06-02-2026,109.1756,120503,ICICI_Bluechip
05-02-2026,109.0137,120503,ICICI_Bluechip
04-02-2026,109.288,120503,ICICI_Bluechip
03-02-2026,109.0955,120503,ICICI_Bluechip
02-02-2026,106.1596,120503,ICICI_Bluechip
31-01-2026,107.1897,120503,ICICI_Bluechip
30-01-2026,107.1918,120503,ICICI_Bluechip
29-01-2026,107.1759,120503,ICICI_Bluechip
28-01-2026,107.0296,120503,ICICI_Bluechip
27-01-2026,105.945,120503,ICICI_Bluechip
23-01-2026,105.7171,120503,ICICI_Bluechip
22-01-2026,106.8714,120503,ICICI_Bluechip
21-01-2026,106.0731,120503,ICICI_Bluechip
20-01-2026,106.5056,120503,ICICI_Bluechip
19-01-2026,108.3617,120503,ICICI_Bluechip
16-01-2026,108.6446,120503,ICICI_Bluechip
14-01-2026,108.5048,120503,ICICI_Bluechip
13-01-2026,108.8425,120503,ICICI_Bluechip
12-01-2026,108.8931,120503,ICICI_Bluechip
09-01-2026,108.8498,120503,ICICI_Bluechip
08-01-2026,110.0573,120503,ICICI_Bluechip
07-01-2026,111.3106,120503,ICICI_Bluechip
06-01-2026,111.2492,120503,ICICI_Bluechip
05-01-2026,111.1802,120503,ICICI_Bluechip
02-01-2026,111.5357,120503,ICICI_Bluechip
01-01-2026,110.5516,120503,ICICI_Bluechip
31-12-2025,110.2419,120503,ICICI_Bluechip
30-12-2025,109.5506,120503,ICICI_Bluechip
29-12-2025,109.8211,120503,ICICI_Bluechip
26-12-2025,110.2666,120503,ICICI_Bluechip
24-12-2025,110.6485,120503,ICICI_Bluechip
23-12-2025,110.852,120503,ICICI_Bluechip
22-12-2025,110.7862,120503,ICICI_Bluechip
19-12-2025,110.1534,120503,ICICI_Bluechip
18-12-2025,109.2532,120503,ICICI_Bluechip
17-12-2025,109.3091,120503,ICICI_Bluechip
16-12-2025,109.7392,120503,ICICI_Bluechip
15-12-2025,110.3582,120503,ICICI_Bluechip
12-12-2025,110.519,120503,ICICI_Bluechip
11-12-2025,109.7762,120503,ICICI_Bluechip
10-12-2025,109.0886,120503,ICICI_Bluechip
09-12-2025,109.7035,120503,ICICI_Bluechip
08-12-2025,109.6141,120503,ICICI_Bluechip
05-12-2025,111.1487,120503,ICICI_Bluechip
04-12-2025,110.8486,120503,ICICI_Bluechip
03-12-2025,110.7813,120503,ICICI_Bluechip
02-12-2025,111.2677,120503,ICICI_Bluechip
01-12-2025,111.6365,120503,ICICI_Bluechip
30-11-2025,111.8311,120503,ICICI_Bluechip
28-11-2025,111.8357,120503,ICICI_Bluechip
27-11-2025,111.8115,120503,ICICI_Bluechip
26-11-2025,111.8355,120503,ICICI_Bluechip
25-11-2025,110.5608,120503,ICICI_Bluechip
24-11-2025,110.661,120503,ICICI_Bluechip
21-11-2025,111.1918,120503,ICICI_Bluechip
20-11-2025,112.0795,120503,ICICI_Bluechip
19-11-2025,111.7018,120503,ICICI_Bluechip
18-11-2025,111.1769,120503,ICICI_Bluechip
17-11-2025,111.7933,120503,ICICI_Bluechip
14-11-2025,111.2034,120503,ICICI_Bluechip
13-11-2025,111.4226,120503,ICICI_Bluechip
12-11-2025,111.5788,120503,ICICI_Bluechip
11-11-2025,111.1622,120503,ICICI_Bluechip
10-11-2025,110.9776,120503,ICICI_Bluechip
07-11-2025,110.4431,120503,ICICI_Bluechip
06-11-2025,110.4409,120503,ICICI_Bluechip
04-11-2025,111.4046,120503,ICICI_Bluechip
03-11-2025,111.7992,120503,ICICI_Bluechip
31-10-2025,111.0948,120503,ICICI_Bluechip
30-10-2025,111.8699,120503,ICICI_Bluechip
29-10-2025,112.4068,120503,ICICI_Bluechip
28-10-2025,111.9031,120503,ICICI_Bluechip
27-10-2025,112.2705,120503,ICICI_Bluechip
24-10-2025,111.6549,120503,ICICI_Bluechip
23-10-2025,111.8587,120503,ICICI_Bluechip
20-10-2025,111.9025,120503,ICICI_Bluechip
17-10-2025,111.7489,120503,ICICI_Bluechip
16-10-2025,111.5399,120503,ICICI_Bluechip
15-10-2025,110.7365,120503,ICICI_Bluechip
14-10-2025,109.6634,120503,ICICI_Bluechip
13-10-2025,109.9552,120503,ICICI_Bluechip
10-10-2025,109.959,120503,ICICI_Bluechip
09-10-2025,109.5882,120503,ICICI_Bluechip
08-10-2025,109.065,120503,ICICI_Bluechip
07-10-2025,109.3201,120503,ICICI_Bluechip
06-10-2025,108.9326,120503,ICICI_Bluechip
03-10-2025,108.1386,120503,ICICI_Bluechip
01-10-2025,107.8239,120503,ICICI_Bluechip
30-09-2025,107.3134,120503,ICICI_Bluechip
26-09-2025,107.2246,120503,ICICI_Bluechip
25-09-2025,108.9191,120503,ICICI_Bluechip
24-09-2025,109.7608,120503,ICICI_Bluechip
23-09-2025,110.3401,120503,ICICI_Bluechip
22-09-2025,110.7182,120503,ICICI_Bluechip
19-09-2025,111.231,120503,ICICI_Bluechip
18-09-2025,111.5335,120503,ICICI_Bluechip
17-09-2025,111.2323,120503,ICICI_Bluechip
16-09-2025,110.8008,120503,ICICI_Bluechip
15-09-2025,110.1522,120503,ICICI_Bluechip
12-09-2025,110.0814,120503,ICICI_Bluechip
11-09-2025,109.7409,120503,ICICI_Bluechip
10-09-2025,109.7209,120503,ICICI_Bluechip
09-09-2025,109.2062,120503,ICICI_Bluechip
08-09-2025,108.9657,120503,ICICI_Bluechip
05-09-2025,108.7583,120503,ICICI_Bluechip
04-09-2025,108.9265,120503,ICICI_Bluechip
03-09-2025,108.7666,120503,ICICI_Bluechip
02-09-2025,108.2047,120503,ICICI_Bluechip
01-09-2025,108.3462,120503,ICICI_Bluechip
31-08-2025,107.1217,120503,ICICI_Bluechip
29-08-2025,107.1259,120503,ICICI_Bluechip
28-08-2025,107.4756,120503,ICICI_Bluechip
26-08-2025,108.7132,120503,ICICI_Bluechip
25-08-2025,109.9294,120503,ICICI_Bluechip
22-08-2025,109.6513,120503,ICICI_Bluechip
21-08-2025,110.1151,120503,ICICI_Bluechip
20-08-2025,110.0113,120503,ICICI_Bluechip
19-08-2025,109.5723,120503,ICICI_Bluechip
18-08-2025,109.045,120503,ICICI_Bluechip
14-08-2025,107.8455,120503,ICICI_Bluechip
13-08-2025,107.7607,120503,ICICI_Bluechip
12-08-2025,106.9215,120503,ICICI_Bluechip
11-08-2025,107.3883,120503,ICICI_Bluechip
08-08-2025,106.5285,120503,ICICI_Bluechip
07-08-2025,107.8011,120503,ICICI_Bluechip
06-08-2025,107.5084,120503,ICICI_Bluechip
05-08-2025,108.0923,120503,ICICI_Bluechip
04-08-2025,108.1149,120503,ICICI_Bluechip
01-08-2025,107.3597,120503,ICICI_Bluechip
31-07-2025,108.4305,120503,ICICI_Bluechip
30-07-2025,108.8599,120503,ICICI_Bluechip
29-07-2025,108.5168,120503,ICICI_Bluechip
28-07-2025,107.8724,120503,ICICI_Bluechip
25-07-2025,108.763,120503,ICICI_Bluechip
24-07-2025,109.8416,120503,ICICI_Bluechip
23-07-2025,110.268,120503,ICICI_Bluechip
22-07-2025,109.7437,120503,ICICI_Bluechip
21-07-2025,109.7098,120503,ICICI_Bluechip
18-07-2025,108.78,120503,ICICI_Bluechip
17-07-2025,109.3117,120503,ICICI_Bluechip
16-07-2025,109.4752,120503,ICICI_Bluechip
15-07-2025,109.4895,120503,ICICI_Bluechip
14-07-2025,108.827,120503,ICICI_Bluechip
11-07-2025,108.6737,120503,ICICI_Bluechip
